Gene,Entrez ID,noagg_ripple,ripple_lag,lag_tag,tag_tip,tip_slug,slug_Mhat,Mhat_cul,cul_FB,merged_milestones,Regulon cluster,tgr_disagg_gene,dediff,Parikh_cell-type,Maeda_cell-type,Maeda_detailed cell-type,cAMP-pulse induced,chemotaxis,hssA/2C/7E family,57-aa protein family,sig and  sigN genes,gtaG dependent short protein,All_transcriptional regulation and chromatin organization 
string,string,noagg_ripple_down noagg_ripple_up,ripple_lag_down ripple_lag_up,lag_tag_down lag_tag_up,tag_tip_down tag_tip_up,discrete,discrete,Mhat_cul_down Mhat_cul_up,cul_FB_down cul_FB_up,Mhat_cul_down Mhat_cul_up cul_FB_down cul_FB_up lag_tag_down lag_tag_up lag_tag_upMhat_cul_down noagg_ripple_down noagg_ripple_downMhat_cul_up noagg_ripple_downcul_FB_up noagg_ripple_downlag_tag_up noagg_ripple_downslug_Mhat_up noagg_ripple_up noagg_ripple_uplag_tag_down ripple_lag_down ripple_lag_up ripple_lag_uptag_tip_down slug_Mhat_up slug_Mhat_upcul_FB_down tag_tip_down tag_tip_up tip_slug_up tip_slug_upMhat_cul_down,C1 C2 C3 C4 C5 C6 C7 C8 C9 C10 C11 C12 C13 C14 C15 C16 C17 C18 C19 C20 C21,6to8h 8to12h,discrete,Psp Pst,prespore prestalk,Late\ prestalk\ SSE634\ pattern Late\ prestalk\ SSG721\ pattern PstA PstAB\ SLA128\ pattern PstAB\ SLC388\ pattern PstAB\ SSB312\ pattern PstAB\ SSK348\ pattern PstAO\ SLE474\ pattern PstAO\ SSA854\ pattern PstAO\ SSH475\ pattern PstO\ SLG775\ pattern PstO\ SLH659\ pattern PstO\ SSM184\ pattern SLC388\ pattern prespore,discrete,discrete,highly\ similar\ to\ other\ hssA/2C/7E hssA/2C/7E\ family related\ to\ hssA weakly\ similar\ to hssA/2C/7E,small_57aa small_57aa\ like,SrfA-induced almost\ identical\ to\ sigN176 sigN\ genes,gtaG\ dependent gtaG\ dependent\ weakly,"TF\ (general,pol\ II) TF\ (general,pol\ II)\ chromatin\ modification TF\ (mediator) TF\ (pol\ I/pol\ III) TF\ (regulation) TF\ (regulation)\ \ histon\ modification TF\ (regulation)\ chromatin\ org chromatin chromatin\ centromere chromatin\ remodeling\ factor histone\ modification histone/histone\ variant"
meta,meta,,,,,,,,,,,,,,,,,,,,,,
DDB_G0283305,8624024,,,,,,,,,,,,,,,,cAMP,,,,,,
DDB_G0286825,8625827,,,,,,,,,,,,,,,,cAMP,,,,,,
DDB_G0284573,8624660,,,,,,,,,,,,,,,,cAMP,,,,,,
DDB_G0287229,8626019,,,,,,,,,,,,,,,,cAMP,,,,,,
DDB_G0267456,8616127,,,,,,,,,,,,,,,,cAMP,,,,,,
DDB_G0291454,8628165,,,,,,,,,,,,,,,,cAMP,,,,,,
DDB_G0272112,8618367,,,,,,,,,,,,,,,,cAMP,,,,,,
DDB_G0273925,8619294,,,,,,,,,,,,,,,,cAMP,,,,,,
DDB_G0274459,8619596,,,,,,,,,,,,,,,,cAMP,,,,,,
DDB_G0291700,8628295,,,,,,,,,,,,,,,,cAMP,,,,,,
DDB_G0292836,8628895,,,,,,,,,,,,,,,,cAMP,,,,,,
DDB_G0277595,8621105,,,,,,,,,,,,,,,,cAMP,,,,,,
DDB_G0272316,8618305,,,lag_tag_up,,,,,,lag_tag_up,C9,,,,,,,,,,,,
DDB_G0269008,8616688,,,,,,,,,,C9,,,,,,,,,,,,
DDB_G0272929,8618557,,ripple_lag_up,,,,,,,ripple_lag_up,C8,,,,,,,,,,,,
DDB_G0268490,8616000,noagg_ripple_up,,,,,,,,noagg_ripple_up,C8,,,,,,,,,,,,
DDB_G0291666,8628170,noagg_ripple_up,,,,,,,,noagg_ripple_up,C8,,,,,,,,,,,,
DDB_G0267934,8616236,noagg_ripple_up,,,,,,,,noagg_ripple_up,C8,,,,,,,,,,,,
DDB_G0270688,8617359,noagg_ripple_up,,,,,,,,noagg_ripple_up,C8,,,,,,,,,,,,
DDB_G0268486,8615997,noagg_ripple_up,,,,,,,,noagg_ripple_up,C8,,,,,,,,,,,,
DDB_G0284781,8624772,noagg_ripple_up,,,,,,,,noagg_ripple_up,C8,,,,,,,,,,,,
DDB_G0289267,8627045,,,,,,,,,,C8,,,,,,,,,,,,
DDB_G0293802,8629426,,,,,,,,,,C8,,,,,,,,,,,,
DDB_G0269794,8617243,,,,,,,,,,C8,,,,,,,,,,,,
DDB_G0273045,8618758,,,,,,,,,,C8,,,,,,,,,,,,
DDB_G0291516,8628215,,,,,,,,,,C8,,,,,,,,,,,,
DDB_G0291514,8628214,,,,,,,,,,C8,,,,,,,,,,,,
DDB_G0293832,8629440,,,,,,,,,,C8,,,,,,,,,,,,
DDB_G0267566,8615936,,,,,,,,,,C8,,,,,,,,,,,,
DDB_G0289069,8626939,,,,,,,,,,C8,,,,,,,,,,,,
DDB_G0291668,8628172,,,,,,,,,,C8,,,,,,,,,,,,
DDB_G0270610,8617133,,,,,,,,,,C8,,,,,,,,,,,,
DDB_G0279863,8622263,,ripple_lag_up,,,,,,,ripple_lag_up,C7,,,,,,,,,,,,
DDB_G0275533,8620138,,ripple_lag_up,,,,,,,ripple_lag_up,C7,,,,,,,,,,,,
DDB_G0293596,8629321,,ripple_lag_up,,,,,,,ripple_lag_up,C7,,,,,,,,,,,,
DDB_G0289705,8627279,,ripple_lag_up,,,,,,,ripple_lag_up,C7,,,,,,,,,,,,
DDB_G0269194,8617028,,ripple_lag_up,,,,,,,ripple_lag_up,C7,,,,,,,,,,,,
DDB_G0275005,8619741,,ripple_lag_up,,,,,,,ripple_lag_up,C7,,,,,,,,,,,,
DDB_G0292150,8628550,,ripple_lag_up,,,,,,,ripple_lag_up,C7,,,,,,,,,,,,
DDB_G0287221,8626012,,ripple_lag_up,,,,,,,ripple_lag_up,C7,,,,,,,,,,,,
DDB_G0280957,8622745,,ripple_lag_up,,,,,,,ripple_lag_up,C7,,,,,,,,,,,,
DDB_G0279309,8621983,,ripple_lag_up,,,,,,,ripple_lag_up,C7,,,,,,,,,,,,
DDB_G0280177,8622418,,ripple_lag_up,,,,,,,ripple_lag_up,C7,,,,,,,,,,,,
DDB_G0285063,8624873,,ripple_lag_up,,,,,,,ripple_lag_up,C7,,,,,,,,,,,,
DDB_G0280817,8622744,noagg_ripple_up,,,,,,,,noagg_ripple_up,C7,,,,,,,,,,,,
DDB_G0270388,8617730,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0280491,8622586,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0268102,8616359,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0283385,8624065,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0274995,8619716,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0277075,8620798,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0270170,8617568,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0279165,8621899,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0274915,8619570,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0277845,8621437,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0279425,8622026,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0275875,8620107,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0269710,8617168,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0277787,8621170,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0268650,8616517,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0280131,8622392,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0270880,8616983,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0276137,8620288,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0269610,8617062,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0283759,8624307,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0281045,8622836,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0284049,8624382,,,,,,,,,,C7,,,,,,,,,,,,
DDB_G0284529,8624643,,ripple_lag_down,,,,,,,ripple_lag_down,C6,,,,,,,,,,,,
DDB_G0288377,8626592,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,,,,,,,,,,
DDB_G0295813,8627068,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,,,,,,,,,,
DDB_G0272180,8618395,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,,,,,,,,,,
DDB_G0274899,8619540,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,,,,,,,,,,
DDB_G0283599,8624208,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,,,,,,,,,,
DDB_G0287569,8626162,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,,,,,,,,,,
DDB_G0293610,8629334,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,,,,,,,,,,
DDB_G0293942,8629510,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,,,,,,,,,,
DDB_G0277627,8621127,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,,,,,,,,,,
DDB_G0281401,8623037,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,,,,,,,,,,
DDB_G0289929,8627403,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,,,,,,,,,,
DDB_G0285023,8624923,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,,,,,,,,,,
DDB_G0278083,8621322,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,,,,,,,,,,
DDB_G0277325,8620907,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,,,,,,,,,,
DDB_G0282069,8623330,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,,,,,,,,,,
DDB_G0290961,8627917,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0284315,8624494,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0292014,8628443,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0274099,8619616,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0291632,8628200,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0284325,8624523,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0290879,8627876,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0287659,8626203,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0280307,8622498,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0280181,8622422,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0282247,8623483,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0284559,8624645,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0283595,8624137,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0289555,8627199,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0289577,8627209,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0283323,8624020,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0282555,8623658,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0283469,8624118,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0280531,8622682,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0289925,8627400,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0285167,8624966,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0275745,8620125,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0294585,8622631,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0280557,8622606,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0267840,8616160,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0285989,8625384,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0291998,8628432,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0273097,8618825,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0280689,8622683,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0286129,8625452,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0280935,8622800,,,,,,,,,,C6,,,,,,,,,,,,
DDB_G0291003,8627947,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0283679,8624207,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0270670,8617299,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0271106,8617806,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0272831,8618619,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0270994,8617352,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0279633,8622140,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0273471,8618951,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0284517,8624634,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0271264,8617881,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0293784,8629394,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0288621,8626718,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0272564,8618741,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0272566,8618542,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0272969,8618570,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0281051,8622839,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0269890,8617336,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0285105,8624937,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0280969,8622914,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0284415,8624588,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0268538,8616188,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0276917,8620693,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0285527,8625153,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0273163,8618774,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0280313,8622503,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0281315,8622917,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0269772,8617221,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0293752,8629396,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0292122,8628525,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0278063,8621309,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0270188,8617578,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0278847,8621735,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0269472,8616940,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0279793,8622210,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0292382,8628696,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0282363,8623563,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0267390,8615992,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0289003,8626913,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0290851,8627862,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0270784,8617698,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0267408,8615907,,,,,,,,,,C5,,,,,,,,,,,,
DDB_G0289813,8627349,noagg_ripple_down,,,,,,,,noagg_ripple_down,C4,,,,,,,,,,,,
DDB_G0274727,8619415,noagg_ripple_down,,,,,,,,noagg_ripple_down,C4,,,,,,,,,,,,
DDB_G0291121,8628010,noagg_ripple_down,,,,,,,,noagg_ripple_down,C4,,,,,,,,,,,,
DDB_G0268332,8616063,noagg_ripple_down,,,,,,,,noagg_ripple_down,C4,,,,,,,,,,,,
DDB_G0274181,8619712,noagg_ripple_down,,,,,,,,noagg_ripple_down,C4,,,,,,,,,,,,
DDB_G0270212,8617592,noagg_ripple_down,,,,,,,,noagg_ripple_down,C4,,,,,,,,,,,,
DDB_G0270214,8617593,noagg_ripple_down,,,,,,,,noagg_ripple_down,C4,,,,,,,,,,,,
DDB_G0293366,8629185,noagg_ripple_down,,,,,,,,noagg_ripple_down,C4,,,,,,,,,,,,
DDB_G0274561,8619414,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0272104,8618410,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0269518,8616986,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0280149,8622404,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0277119,8620855,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0270368,8617718,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0270366,8617717,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0275537,8620073,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0282813,8623789,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0268122,8616374,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0302511,8626285,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0288221,8626520,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0286721,8625782,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0286723,8625783,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0289883,8627408,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0276951,8620853,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0276953,8620857,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0269520,8616987,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0287483,8626145,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0267374,8616445,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0267564,8615935,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0274285,8619412,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0274135,8619416,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0270922,8617166,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0277855,8621298,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0290971,8627919,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0276875,8620851,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0286719,8625781,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0289005,8626916,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0275227,8619758,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0291402,8628133,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0269102,8617371,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0288233,8626519,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0268038,8616315,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0281967,8623331,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0276949,8620852,,,,,,,,,,C4,,,,,,,,,,,,
DDB_G0286117,8625456,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0280229,8622451,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0270380,8617725,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0285881,8625334,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0288879,8626890,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0282601,8623687,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0270316,8617674,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0293700,8629279,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0288295,8626554,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0281677,8623182,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0280823,8621805,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0276441,8620552,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0271148,8617854,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0277629,8621128,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0291864,8628370,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0275473,8620218,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0282097,8623406,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0291870,8628374,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0277803,8621195,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0270424,8617767,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0281795,8623133,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0293502,8629258,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0292460,8628697,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0286389,8625587,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0287995,8626403,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0278539,8621634,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0283741,8624241,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0282379,8623717,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0285971,8625375,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0277907,8621629,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0275045,8619886,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0286075,8625439,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0276765,8620678,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0284533,8624647,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0281565,8623190,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0271668,8618091,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0279387,8621919,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0272250,8618337,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0276233,8620301,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0270984,8617321,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0281093,8622866,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0272825,8618592,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0291980,8628468,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0271976,8618239,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0279997,8622342,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0291862,8628422,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0276415,8620525,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0274113,8619621,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0292388,8628661,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0288349,8626581,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0279061,8621860,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0285277,8625024,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0285597,8625196,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0284093,8624416,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0268302,8615991,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0278959,8621778,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0295473,8621846,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0290141,8627504,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0272308,8618300,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0272893,8618739,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0279189,8621925,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0277345,8620941,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0291994,8628469,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0277975,8621255,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0289025,8626922,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0290315,8627602,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0275881,8620124,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0280755,8622722,,,,,,,,,,C3,,,,,,,,,,,,
DDB_G0270070,8617486,noagg_ripple_down,,,,,,,,noagg_ripple_down,C2,,,,,,,,,,,,
DDB_G0272238,8618473,noagg_ripple_down,,,,,,,,noagg_ripple_down,C2,,,,,,,,,,,,
DDB_G0278345,8621508,noagg_ripple_down,,,,,,,,noagg_ripple_down,C2,,,,,,,,,,,,
DDB_G0278341,8621507,noagg_ripple_down,,,,,,,,noagg_ripple_down,C2,,,,,,,,,,,,
DDB_G0290975,8627924,noagg_ripple_down,,,,,,,,noagg_ripple_down,C2,,,,,,,,,,,,
DDB_G0278423,8621563,,,,,,,Mhat_cul_up,,Mhat_cul_up,C21,,,,,,,,,,,,
DDB_G0292254,8628557,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0284239,8624496,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0273155,8618768,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0274317,8619371,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0275433,8619974,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0274335,8619348,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0282439,8623577,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0287561,8626193,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0270406,8617749,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0288323,8626564,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0274337,8619349,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0270594,8617105,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0285645,8625239,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0287037,8625915,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0288489,8626652,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0287687,8626311,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0282443,8623579,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0284207,8624475,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0293060,8629021,,,,,,,,cul_FB_up,cul_FB_up,C21,,,,,,,,,,,,
DDB_G0283007,8623883,,,,,,,,,,C21,,,,,,,,,,,,
DDB_G0272811,8618665,,,,,,,,,,C21,,,,,,,,,,,,
DDB_G0292426,8628663,,,,,,,,,,C21,,,,,,,,,,,,
DDB_G0275083,8619843,,,,,,,,,,C21,,,,,,,,,,,,
DDB_G0282667,8623732,,,,,,,,,,C21,,,,,,,,,,,,
DDB_G0293442,8629228,,,,,,,,,,C21,,,,,,,,,,,,
DDB_G0278399,8621546,,,,,,,,,,C21,,,,,,,,,,,,
DDB_G0282013,8623362,,,,,,,,,,C21,,,,,,,,,,,,
DDB_G0288829,8626831,,,,,,,,,,C21,,,,,,,,,,,,
DDB_G0271990,8618259,,,,,,,,,,C21,,,,,,,,,,,,
DDB_G0278439,8621571,,,,,,,,,,C21,,,,,,,,,,,,
DDB_G0278437,8621570,,,,,,,,,,C21,,,,,,,,,,,,
DDB_G0280337,8622519,,,,,,,,,,C21,,,,,,,,,,,,
DDB_G0289493,8627164,,,,,,,,,,C21,,,,,,,,,,,,
DDB_G0276521,8620573,,,,,,,,,,C21,,,,,,,,,,,,
DDB_G0282021,8623366,,,,,,slug_Mhat_up,,,slug_Mhat_up,C20,,,,,,,,,,,,
DDB_G0280769,8622720,,,,,,slug_Mhat_up,,,slug_Mhat_up,C20,,,,,,,,,,,,
DDB_G0270710,8617454,,,,,,slug_Mhat_up,,,slug_Mhat_up,C20,,,,,,,,,,,,
DDB_G0278421,8621562,,,,,,slug_Mhat_up,,,slug_Mhat_up,C20,,,,,,,,,,,,
