Gene,Entrez ID,noagg_ripple,ripple_lag,lag_tag,tag_tip,tip_slug,slug_Mhat,Mhat_cul,cul_FB,merged_milestones,Regulon cluster,tgr_disagg_gene,dediff,Parikh_cell-type,Maeda_cell-type,Maeda_detailed cell-type,cAMP-pulse induced,chemotaxis,hssA/2C/7E family,57-aa protein family,sig and  sigN genes,gtaG dependent short protein,All_transcriptional regulation and chromatin organization 
string,string,noagg_ripple_down noagg_ripple_up,ripple_lag_down ripple_lag_up,lag_tag_down lag_tag_up,tag_tip_down tag_tip_up,discrete,discrete,Mhat_cul_down Mhat_cul_up,cul_FB_down cul_FB_up,Mhat_cul_down Mhat_cul_up cul_FB_down cul_FB_up lag_tag_down lag_tag_up lag_tag_upMhat_cul_down noagg_ripple_down noagg_ripple_downMhat_cul_up noagg_ripple_downcul_FB_up noagg_ripple_downlag_tag_up noagg_ripple_downslug_Mhat_up noagg_ripple_up noagg_ripple_uplag_tag_down ripple_lag_down ripple_lag_up ripple_lag_uptag_tip_down slug_Mhat_up slug_Mhat_upcul_FB_down tag_tip_down tag_tip_up tip_slug_up tip_slug_upMhat_cul_down,C1 C2 C3 C4 C5 C6 C7 C8 C9 C10 C11 C12 C13 C14 C15 C16 C17 C18 C19 C20 C21,6to8h 8to12h,discrete,Psp Pst,prespore prestalk,Late\ prestalk\ SSE634\ pattern Late\ prestalk\ SSG721\ pattern PstA PstAB\ SLA128\ pattern PstAB\ SLC388\ pattern PstAB\ SSB312\ pattern PstAB\ SSK348\ pattern PstAO\ SLE474\ pattern PstAO\ SSA854\ pattern PstAO\ SSH475\ pattern PstO\ SLG775\ pattern PstO\ SLH659\ pattern PstO\ SSM184\ pattern SLC388\ pattern prespore,discrete,discrete,highly\ similar\ to\ other\ hssA/2C/7E hssA/2C/7E\ family related\ to\ hssA weakly\ similar\ to hssA/2C/7E,small_57aa small_57aa\ like,SrfA-induced almost\ identical\ to\ sigN176 sigN\ genes,gtaG\ dependent gtaG\ dependent\ weakly,"TF\ (general,pol\ II) TF\ (general,pol\ II)\ chromatin\ modification TF\ (mediator) TF\ (pol\ I/pol\ III) TF\ (regulation) TF\ (regulation)\ \ histon\ modification TF\ (regulation)\ chromatin\ org chromatin chromatin\ centromere chromatin\ remodeling\ factor histone\ modification histone/histone\ variant"
meta,meta,,,,,,,,,,,,,,,,,,,,,,
DDB_G0289871,8627364,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0276405,8620500,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0279507,8622076,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0293808,8629432,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0270426,8617768,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0269914,8617356,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0279635,8622141,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0287323,8626068,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0269216,8617195,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0293028,8628994,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0292854,8628906,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0284063,8624389,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0281361,8623023,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0292368,8628634,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0292902,8628945,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0291135,8627999,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0271870,8618185,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0285261,8625013,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0270936,8617207,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0289111,8626963,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0278097,8621328,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0271060,8617653,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0293210,8629132,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0275605,8620024,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0290989,8627938,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0289329,8627100,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0289321,8627078,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0273301,8618859,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0289367,8627106,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0293230,8629118,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0293232,8629115,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0268594,8616455,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0283723,8624231,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0283725,8624232,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0271830,8618150,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0282357,8623745,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0277315,8620887,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0278929,8621789,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0280293,8622490,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0275643,8620121,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0271350,8617816,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0287829,8626338,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0269600,8617053,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0271438,8617962,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0293588,8629314,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0295741,8628369,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0281261,8622981,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0270018,8617434,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0278673,8621532,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0288201,8626505,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0289781,8627332,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0275047,8619880,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0283949,8624346,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0277965,8621246,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0290619,8627768,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0293704,8629287,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0279511,8622078,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0283055,8623835,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0269636,8617085,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0276573,8620557,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0291598,8628270,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0268406,8616260,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0274155,8619744,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0269832,8617281,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0277045,8620750,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0287709,8626256,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0267828,8616147,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0290605,8627757,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0287207,8626001,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0274347,8619327,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0289105,8626966,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0287959,8626386,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0280255,8622467,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0288281,8626546,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0279323,8621990,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0277471,8621083,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0288791,8626807,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0289477,8627159,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0267808,8616137,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0290549,8627716,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0282727,8623769,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0274689,8619492,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0274687,8619493,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0295821,8618357,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0291538,8628245,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0291530,8628223,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0279971,8622325,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0293174,8629041,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0272795,8618709,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0280831,8621800,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0282743,8623776,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0277439,8621043,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0275467,8620233,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0294611,8627160,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0282293,8623503,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0278775,8621686,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0282087,8623376,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0283979,8624367,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0292790,8628857,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0287893,8626342,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0269902,8617344,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0293164,8628999,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0294591,8626647,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0290461,8627657,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0286579,8625681,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0279653,8622151,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0279435,8622031,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0286919,8625862,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0280427,8622549,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0272384,8618350,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0281281,8622992,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0283199,8623991,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0276813,8620768,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0288063,8626436,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0283073,8623900,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0291778,8628318,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0284091,8624415,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0274419,8619634,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0274961,8619656,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0291159,8628014,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0290679,8627758,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0274195,8619694,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0268442,8616384,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0267482,8615874,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0267484,8615876,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0278209,8621415,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0275635,8620199,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0295737,8627367,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0283037,8623904,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0283035,8623901,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0274207,8619689,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0281955,8623325,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0276117,8620299,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0280919,8622789,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0269618,8617067,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0285753,8625177,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0282407,8623556,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0286087,8625445,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0274659,8619566,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0269286,8616792,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0288009,8626410,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0293022,8628991,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0273441,8618985,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0270492,8616847,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0279775,8622218,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0285517,8625148,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0279089,8621864,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0270556,8617017,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0271592,8618076,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0285797,8625285,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0286915,8625859,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0274263,8619449,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0293068,8629026,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0269358,8616842,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0280201,8622434,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0282885,8623819,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0272859,8618609,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0290085,8627472,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0271884,8618184,,,,,,,,,,,,,Psp,,,,,,,,,
DDB_G0283555,8624142,,,lag_tag_up,,,,,,lag_tag_up,,,,Psp,prespore,prespore,,,,,,,
DDB_G0272827,8618600,,,,,,,,,,C6,,,Psp,prespore,prespore,,,,,,,
DDB_G0268028,8616307,,,,,,slug_Mhat_up,,,slug_Mhat_up,C17,,,Psp,prespore,prespore,,,,,,,
DDB_G0291392,8628129,,,,,,,,,,C17,,,Psp,prespore,prespore,,,,,,,
DDB_G0286905,8625861,,,,,,slug_Mhat_up,,,slug_Mhat_up,C16,,,Psp,prespore,prespore,,,,,,,
DDB_G0286605,8625702,,,,,,slug_Mhat_up,,,slug_Mhat_up,C16,,,Psp,prespore,prespore,,,,,,,
DDB_G0267378,8616333,,,,,,,,,,C16,,,Psp,prespore,prespore,,,,,,,
DDB_G0290925,8627900,,,,tag_tip_up,,,,,tag_tip_up,C15,,,Psp,prespore,prespore,,,,,,,
DDB_G0290245,8627528,,,,tag_tip_up,,,,,tag_tip_up,C15,,,Psp,prespore,prespore,,,,,,,
DDB_G0280537,8622637,,,,,,slug_Mhat_up,,,slug_Mhat_up,C15,,,Psp,prespore,prespore,,,,,,,
DDB_G0281389,8623097,,,,,,,,,,C15,,,Psp,prespore,prespore,,,,,,,
DDB_G0286925,8625866,,,,,,,,,,C15,,,Psp,prespore,prespore,,,,,,,
DDB_G0287231,8626020,,,,,,,,,,C15,,,Psp,prespore,prespore,,,,,,,
DDB_G0280085,8622363,,,,,,,,,,C15,,,Psp,prespore,prespore,,,,,,,
DDB_G0291476,8628185,,,,,,,,,,C15,,,Psp,prespore,prespore,,,,,,,
DDB_G0277379,8620997,,,,,,,,,,C15,,,Psp,prespore,prespore,,,,,,,
DDB_G0276939,8620782,,,,,,,,,,C15,,,Psp,prespore,prespore,,,,,,,
DDB_G0293286,8629117,,,,,,,,,,C15,,,Psp,prespore,prespore,,,,,,,
DDB_G0278731,8621703,,,,,,,,,,C15,,,Psp,prespore,prespore,,,,,,,
DDB_G0276941,8620794,,,,,,,,,,C15,,,Psp,prespore,prespore,,,,,,,
DDB_G0276165,8620405,,,,,,,,,,C13,,,Psp,prespore,prespore,,,,,,,
DDB_G0281507,8623114,,,,tag_tip_up,,,,,tag_tip_up,C12,,,Psp,prespore,prespore,,,,,,,
DDB_G0288745,8626779,,,,,,,,,,C12,,,Psp,prespore,prespore,,,,,,,
DDB_G0280199,8622433,,,,,,,,,,C12,,,Psp,prespore,prespore,,,,,,,
DDB_G0277087,8620812,,,,,,,,,,,,,Psp,prespore,prespore,,,,,,,
DDB_G0282359,8623540,,,,,,,,,,,,,Psp,prespore,prespore,,,,,,,
DDB_G0274661,8619559,,,,,,,,,,,,,Psp,prespore,prespore,,,,,,,
DDB_G0275295,8619881,,,,,,,,,,,,,Psp,prespore,prespore,,,,,,,
DDB_G0278953,8621757,,,,,,,,,,,,,Psp,prespore,prespore,,,,,,,
DDB_G0289047,8626937,,,,,,,,,,,,,Psp,prespore,prespore,,,,,,,
DDB_G0291314,8628083,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,,,prespore,prespore,,,,,,,
DDB_G0286305,8625561,,,,,,slug_Mhat_up,,,slug_Mhat_up,,,dediff,,prespore,prespore,,,,,,,
DDB_G0272586,8618736,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,,prespore,prespore,,,,,,,
DDB_G0290291,8627578,,,,,,,,,,C15,,,,prespore,prespore,,,,,,,
DDB_G0283937,8624340,,,,,,,,,,,,,,prespore,prespore,,,,,,,
DDB_G0284861,8624890,,,,,,,,,,,,,,prespore,prespore,,,,,,,
DDB_G0291952,8628368,,,,,,,,,,,,,,prespore,prespore,,,,,,,
DDB_G0284681,8624724,,,,,,,,,,,,,,prespore,prespore,,,,,,,
DDB_G0274309,8619394,,,,,,,,,,,,,,prespore,prespore,,,,,,,
DDB_G0269134,8616922,,,,,,,,,,,,,,prespore,prespore,,,,,,,
DDB_G0289693,8627271,,,,,,,,,,,,,,prespore,prespore,,,,,,,
DDB_G0283429,8624094,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0271524,8618015,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0282487,8623608,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0284749,8624753,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0268854,8616710,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0272742,8618663,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0280861,8622753,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0272100,8618295,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0275341,8619931,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0286141,8625470,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0282769,8623617,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0280865,8622755,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0270474,8616807,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0281417,8623046,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0295819,8618008,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0289889,8627369,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0291544,8628239,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0276203,8620336,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0286821,8625794,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0277427,8621037,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0290825,8627854,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0284449,8624549,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0269018,8616712,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0278489,8621602,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0269010,8616693,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0283579,8624157,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0288417,8626617,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0293820,8629424,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0290707,8627789,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0286251,8625524,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0273133,8618919,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0291508,8628210,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0281157,8622905,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0272186,8618392,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0276989,8620763,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0268550,8616235,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0290633,8627775,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0273093,8618827,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0282381,8623780,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0268374,8616181,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0287341,8626079,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0289119,8626987,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0268318,8616042,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0278099,8621329,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0276801,8620753,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0283263,8624008,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0269852,8617298,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0293390,8629197,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0276041,8620396,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0285917,8625354,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0273083,8618839,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0280049,8622521,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0290941,8627909,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0279203,8621916,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0291261,8628048,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0281929,8623321,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0288713,8626765,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0279783,8622223,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0275271,8619840,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0289057,8626940,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0287185,8626007,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0287175,8625975,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0295811,8621920,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0291181,8628032,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0291249,8628208,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0272881,8618712,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0268754,8616618,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0290907,8627889,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0280007,8622348,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0272506,8618510,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0279241,8621945,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0279243,8621946,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0305367,?,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0291624,8628171,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0290613,8627764,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0292890,8628935,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0295785,8625635,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0289887,8627368,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0277395,8621002,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0280211,8622441,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0285127,8624952,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0290347,8627622,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0280515,8622599,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0292262,8628615,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0283467,8624117,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0292488,8628718,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0267654,8616001,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0282491,8623610,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
DDB_G0288793,8626809,noagg_ripple_up,,,,,,,,noagg_ripple_up,,,,,,,,,,,,,
