ddb_g,AX4L846F_avr_00h,AX4L846F_avr_04h,AX4L846F_avr_08h,AX4L846F_avr_12h,AX4L846F_avr_16h,AX4L846F_avr_20h,B1.L846F_avr_00h,B1.L846F_avr_04h,B1.L846F_avr_08h,B1.L846F_avr_12h,B1.L846F_avr_16h,B1.L846F_avr_20h,
DDB_G0267592,158.320309,53.40455028,21.23342151,52.45683986,41.57260204,54.61023822,232.9259295,70.95720228,44.75453026,47.68458809,40.22289673,26.69325832,
DDB_G0267594,53.21261818,28.90382981,14.68366461,15.20247911,12.99447183,10.6998177,55.70226908,30.1042302,20.10476728,14.17656504,15.31540983,12.39761535,
DDB_G0267596,0.993919641,2.71288482,3.059358835,3.34226113,3.314501306,2.70919286,0.883937256,2.002566173,2.234191419,3.285789424,2.289815271,1.930532658,
DDB_G0267598,3.591256194,2.318908344,3.298955293,6.5551818,6.834477723,5.559664557,3.875990339,2.615739268,1.661310924,2.159210401,5.497745253,4.733582273,
DDB_G0267600,0.01501241,0.01495149,0.040403161,0.009804408,0.048401436,0,0,0.056705721,0.049176936,0.030186041,0,0.029276573,
DDB_G0267602,1.639597183,9.479296833,4.125083063,3.747847615,2.294420731,1.882248993,2.035873562,9.134632848,6.925283972,8.211826933,4.705669878,2.886684079,
DDB_G0267604,29.04704108,9.450903458,3.584074024,4.281350491,1.261602576,0.94141101,39.69340399,13.66232737,8.049991604,7.042517324,3.214155689,1.739317431,
DDB_G0267606,19.12764645,7.610167726,5.154476558,6.313624592,3.851564747,4.243140401,19.84646514,10.13053151,8.820565658,9.769565756,5.119597933,4.913789434,
DDB_G0267608,18.75223105,10.44207024,4.359320492,4.768464442,3.004257926,1.81948725,23.36422317,13.63276406,7.507810968,7.252317884,5.234917053,3.292633184,
DDB_G0267610,0.242247236,1.376564597,0.144474245,0.180722673,0.096117838,0.10828262,1.446099433,3.683509573,1.629028918,0.472526264,0.314238454,0.058605027,
DDB_G0267612,4.358082227,9.294094359,7.18697247,4.32028194,3.055161514,2.44721017,3.51189186,20.6915466,11.70634545,9.677221909,10.01538298,4.902302696,
DDB_G0267614,16.47846564,25.44145011,28.58108708,34.1100231,27.76051384,23.82510995,16.74424104,19.74169426,28.90536264,40.93760541,29.09352348,21.7351292,
DDB_G0267616,5.468211682,8.470151336,4.855895663,3.148539736,2.028584156,1.27642325,4.393084783,6.802059367,5.579273725,6.269402553,2.924880259,2.035638739,
DDB_G0267618,0.031020891,0,0.059128065,0.061228373,0.011696395,0.121471863,0.026958331,0.028820222,0,0,0.058513635,0,
DDB_G0267620,0.59153161,1.999875593,2.450197176,3.656737411,12.38963361,53.71297387,0.190036134,1.443270835,0.760351501,1.423917432,4.582307146,46.95823037,
DDB_G0267622,20.58685592,15.09606356,21.44348463,8.363332741,6.373378453,3.648412801,20.54628233,15.32836934,19.23553391,16.40403737,8.407466185,9.739789564,
DDB_G0267624,4.213767787,3.121265356,15.6459258,12.05537501,9.767138094,11.4412005,3.439598827,1.876082292,7.271862826,28.30828397,17.99243929,17.17918765,
DDB_G0267628,0,0.402919668,0,0.294199918,0,0.212375519,0,1.753586019,0.101952184,0.159116214,0.168044354,0.863288909,
DDB_G0267630,28.89733173,43.07240364,18.89356462,15.79387492,12.34027914,10.53059315,32.24861661,49.10623606,30.63424753,31.93264832,23.62136276,21.07828927,
DDB_G0267632,0.024898631,0.041318761,0.060244715,2.07155767,2.491932416,4.995567753,0.017657434,0.030210845,0,0.319104439,1.970594887,2.30924572,
DDB_G0267634,0,0,0.004813271,0.014016112,0.01086855,0.030026979,0,0.006514154,0,0.009457736,0.005459255,0.008510491,
DDB_G0267636,6.735792033,9.866056394,53.18018102,69.91244433,74.18987476,87.89197334,7.283621012,9.105206069,28.42115949,60.05546841,72.05968728,79.33965576,
DDB_G0267638,2.108690273,6.496126376,6.693621838,10.19897688,23.95003705,21.48697127,1.470741665,4.748971034,5.706343825,8.719728621,11.13398661,15.17405807,
DDB_G0267640,6.981254667,26.02138436,8.22507351,4.139629237,3.071352055,2.578900956,5.115321953,19.05014407,11.54449834,7.288617724,5.250034014,4.268346898,
DDB_G0267642,2.978228623,3.294070436,2.143645653,1.111157492,1.387135298,0.791695813,2.593649445,2.876266804,2.277040386,1.488445372,1.237829153,0.863324668,
DDB_G0267644,20.52159335,15.46623327,16.80760572,14.09865062,7.806656267,5.833198522,24.69313311,13.26039835,16.16690813,12.11645343,11.01701028,7.727029259,
DDB_G0267646,2.053766216,1.310470087,2.942268225,2.770519113,1.524817867,1.419428616,2.560149875,1.210449117,1.830841419,2.160318492,2.081782604,2.043593306,
DDB_G0267648,4.963839883,5.505968502,7.042230266,5.596700836,7.185423353,10.51890041,6.624129618,4.948228268,6.160183249,5.445964952,6.036070191,8.901454497,
DDB_G0267650,3.701289244,10.84165614,25.12477187,10.16821139,14.48946866,18.23043379,4.424098769,9.169180555,20.12765116,14.53835876,12.77544831,17.10548881,
DDB_G0267654,0.012060272,0.053418383,1.947499852,17.4764289,2.323993162,2.811469533,0,0.016380307,0.232297547,7.470660005,3.491951193,1.473324943,
DDB_G0267656,11.78401016,8.796104637,3.810979188,2.048636634,1.212863316,1.10878333,11.05747621,8.92811768,5.270315,3.612569263,2.12467711,1.624642177,
DDB_G0267658,0.260589281,0.778932905,0.437494638,0.413858319,0.432178556,1.02794229,0.162376073,1.097983879,0.761246721,0.501265647,0.466751326,1.234462285,
DDB_G0267660,0.359774694,0.383300634,0.100680795,0.075359618,0.289827673,0.143934278,0.379140489,0.131788565,0.252837854,0.052647574,0.204836814,0.179154028,
DDB_G0267662,3.815578939,1.857117827,1.220882461,1.436010566,1.190996142,1.044515912,4.137774733,1.414512788,1.197939748,1.108101163,1.309920167,0.93959786,
DDB_G0267666,3.70374247,5.715874385,3.874563012,8.82497695,16.04839933,19.20838909,4.312875003,7.219635804,5.298932834,4.472593143,11.93515602,12.52875753,
DDB_G0267668,40.33629763,26.86563032,38.05601765,60.77778723,40.04214114,28.14707389,45.81402886,23.33979669,25.67532194,33.46567838,41.41425875,26.61702955,
DDB_G0267670,23.07123401,9.554930676,4.718963857,3.922278644,2.831542251,2.636296793,21.78652568,14.77821564,8.702794249,8.43186852,3.468041673,2.901104678,
DDB_G0267672,0.165444259,0.254990297,0.140991128,0.145058747,0.102714662,0.151324895,0.216263473,0.77061523,0.303537944,0.212891347,0.284325243,0.146051089,
DDB_G0267674,22.7186668,14.64202638,9.609643917,28.30396138,32.21610539,35.06563821,22.22627602,16.76757809,9.624538847,13.44322172,24.78758944,25.56733648,
DDB_G0267676,1.29629413,1.276254943,0.774860937,1.891301879,2.322483432,2.20322716,1.169519415,1.38854684,0.790161828,1.165827896,2.629116992,2.223086518,
DDB_G0267678,0.777066425,0.570364642,0.152728587,0.114397258,0.266705351,0.208694709,0.197252894,0.728610075,0.535153248,0.184923495,0.342102777,0.434508445,
DDB_G0267680,15.80050898,4.198187247,3.186536134,3.02406555,5.084762645,3.746128574,18.87686083,5.123346505,3.377303748,2.989246458,3.355788223,3.077912224,
DDB_G0267682,5.414115783,7.557301664,6.47493716,3.758692805,3.455802488,2.178881077,4.414074724,7.718871695,6.358975004,5.75751547,4.351730167,2.72043849,
DDB_G0267684,0.180040485,3.180595926,0.925005212,1.096359496,0.979036498,1.673187065,0.071302695,1.847777245,0.502201147,0.742485966,1.000048928,1.395118377,
DDB_G0267686,5.004403757,22.03117952,16.39812531,16.77324399,17.61623691,19.96198875,5.545532652,14.20150485,13.55475594,17.737823,12.08678198,17.22654173,
DDB_G0267688,62.13372698,19.2502425,8.472454692,6.801053287,4.869389131,3.931187001,47.41548488,23.21535468,12.42663245,8.168734706,9.425408392,6.253530574,
DDB_G0267690,5.101377184,6.174783627,3.8891979,41.66536139,42.43776258,19.68941175,6.693194354,10.73571268,7.205136047,7.888088287,35.10908846,16.28851189,
DDB_G0267692,2.239669932,16.34222522,5.993092556,4.908420997,5.477564367,4.348287708,2.716199337,15.19051554,8.859613112,6.08542899,5.455277351,3.207718028,
DDB_G0267694,0.470259247,0.638958433,0.235552984,0.096193865,0.052120236,0.093062587,0.475343888,0.280462019,0.346508451,0.153707938,0.085278854,0.093688063,
DDB_G0267696,0.410003367,1.188201921,1.642231566,3.456277344,2.290541574,1.406119537,0.152743155,0.886654119,0.733174749,1.503307265,2.116653229,1.236840298,
DDB_G0267698,8.023842045,6.213442699,12.76165681,24.61423196,14.45663921,15.55095467,8.439423258,4.122170683,9.780871403,11.97961788,17.92724904,13.62719481,
DDB_G0267700,0.065336691,0.042227216,0.533226873,2.586545304,1.369326954,1.016098554,0,0.016191245,0.16087127,1.194725889,1.444049246,0.532647593,
DDB_G0267702,0.077961421,1.833632133,7.111719619,7.516738603,8.026206995,8.09725497,0.416107532,1.813574229,9.165930404,3.534951084,18.11284136,23.66422747,
DDB_G0267704,118.7185465,86.11825147,101.8460862,116.1383636,113.9939459,122.5521917,213.2663521,101.9592064,132.0733093,106.4149517,105.4664121,99.62043841,
DDB_G0267706,9.332676627,9.740755101,12.94268826,11.69395127,11.72839283,11.10922796,9.883601749,7.103802953,10.08645348,8.919434803,10.25234878,8.70201438,
DDB_G0267708,10.15455345,11.60211408,8.010770576,9.332102231,7.196500725,5.062585438,9.648037916,9.278686123,8.971021816,7.519437565,9.229936056,6.132886531,
DDB_G0267710,2.027161744,7.310552061,12.82972572,35.44709388,54.14816183,75.94676072,1.335601637,9.882624515,9.021757613,30.32765691,35.60460044,48.04837677,
DDB_G0267712,167.5520436,97.40004708,42.9054414,14.86548177,8.582338909,5.321749491,208.8850021,105.8669232,87.23246006,37.54895725,20.94881184,15.41764968,
DDB_G0267714,13.55799072,11.02513261,12.84404622,12.27060184,16.77110317,14.95538105,11.9996962,11.09689532,11.67087643,11.11190793,14.87380688,14.33219254,
DDB_G0267716,0.510031573,0.989817935,11.54391508,9.295543775,7.279451848,6.551627309,0.301938422,0.350238148,1.932683096,9.856154191,6.046961204,5.012988089,
DDB_G0267718,4.972868233,11.02521525,16.82522008,14.6379861,12.53942455,10.8262052,5.852207035,9.559932828,13.66550698,17.28500382,13.70247343,11.36863703,
DDB_G0267720,5.79153301,7.668328646,2.916109712,3.267562804,4.838596618,2.338903537,5.866172546,11.30201611,3.91078216,5.875870654,10.49890369,3.769909394,
DDB_G0267722,44.35670191,29.19836135,18.12706943,12.8380853,14.35506938,9.761383537,45.04091304,25.41597296,22.65309682,15.68233579,16.68788208,14.67237229,
DDB_G0267724,0.112839868,0.456549875,0.303813219,0.088512682,0.210095754,0.129761655,0.030771839,0.275711818,0.303686433,0.247995385,0.189759795,0.208895985,
DDB_G0267726,201.6637947,20.72319514,1.197102612,0.673538342,0.846833827,0.30348921,162.9092532,10.96007024,1.63821133,0.284713846,0.443011072,0.613989362,
DDB_G0267728,1664.195539,143.1083815,12.00817543,4.084467134,7.666082369,2.698011692,1117.508707,73.30668165,12.8212073,3.003761496,2.432789219,3.876856288,
DDB_G0267730,35.47864853,77.25585199,102.7804539,145.8481662,125.1398172,158.1423867,41.63415847,77.66033933,82.31913531,142.9552154,116.0290327,141.1684373,
DDB_G0267732,5.18556595,5.241857894,6.102926476,6.194844289,6.253253385,4.431925621,6.628809508,4.813524235,4.818765395,6.201227504,5.568661084,4.09906801,
DDB_G0267734,1594.854983,139.9299114,220.7745293,46.32523764,32.70694011,16.20276172,1529.664729,138.8877149,232.7075936,154.1408446,56.59651247,37.42583242,
DDB_G0267736,0,0,0.031149829,0,0,0.066355451,0,0,0,0,0,0.058211302,
DDB_G0267740,0.028866261,0.164649201,0.010529509,0.030298921,0.011857355,0.014978319,0.074748151,0.113672979,0.03608855,0,0.013872575,0.009284763,
DDB_G0267742,0.315513751,1.956863912,3.876189859,2.114103327,1.257777436,1.082653244,0.327689778,0.400777606,2.845153498,2.725104561,1.284835041,1.236770743,
DDB_G0267744,13.42155192,18.78697383,6.542889132,6.289818258,6.394666389,5.659629573,17.34793289,18.41649331,10.62125672,10.41128894,10.96512407,9.380938923,
DDB_G0267746,7.694148904,25.20787935,70.08514036,87.0156728,124.8832563,136.4853801,52.71927862,26.38670172,46.25336696,98.20653147,86.84324798,113.4552901,
DDB_G0267748,9.74866083,10.02688576,6.212408973,66.51760067,66.20869679,34.01380081,11.94751161,17.98425768,14.05145052,10.4676392,70.27096472,33.01889119,
DDB_G0267750,0.625802273,1.060743327,0.517442105,2.443499092,2.171029027,1.361795119,0.671390336,1.888334016,1.246897386,1.150591867,2.34551719,1.314028346,
DDB_G0267752,2.05017959,5.230535691,1.748925667,1.15030672,0.781395134,0.642763501,1.784924462,3.138730014,1.898115145,1.764513817,0.810977586,0.555745727,
DDB_G0267754,4.393932943,8.018325569,15.99885603,16.12531629,15.21132499,12.40079037,4.455650378,6.143661956,10.69912351,14.4816695,13.32971546,13.37711224,
DDB_G0267756,26.53573324,3.036890135,1.649980666,0.884447341,0.921541857,0.773717228,33.49758286,4.219298116,2.444347848,1.942422851,2.505024245,1.118883459,
DDB_G0267758,1.103953731,1.685897936,0.885726487,1.345458783,1.327565175,1.222788437,0.942625176,1.850386039,1.340880617,1.265164681,1.319299753,1.118870292,
DDB_G0267760,9.991815945,13.32510133,11.55728296,10.40626544,10.51136546,7.930777295,10.69417819,14.03050161,13.07208769,13.33025553,10.36252163,8.21761345,
DDB_G0267762,0.355707879,0.561848337,0.710175094,0.387386972,0.083596866,0.193037616,0.240619643,0.296848998,0.920336805,0.490742779,0.234671606,0.111887008,
DDB_G0267764,0.236912508,0.192594678,0.267697752,29.58624947,19.26130022,12.10510705,0.176268942,0.101759074,0.293814015,3.034626162,36.76056269,23.13243675,
DDB_G0267766,11.11270664,4.698319521,1.985590335,1.332446514,0.586905549,0.482726703,11.2148355,6.350051872,3.40262462,3.154455453,1.393753585,1.080602035,
DDB_G0267768,54.68367613,14.48140673,6.637331961,4.078008649,1.875663355,1.658612749,50.46961101,18.29691014,9.91118264,7.885900009,4.830238708,3.394787583,
DDB_G0267770,1.051221072,1.568028017,0.575576232,0.599463089,1.157956197,1.314495962,1.269488823,1.247643437,0.781713682,0.489011781,0.952526703,1.929293778,
DDB_G0267772,0,0,0.290711007,3.114241833,3.170666436,6.17593459,0,0,0,0.183295569,4.122703295,5.193484459,
DDB_G0267774,20.12849383,7.562551485,8.189377259,12.87683932,9.64923724,8.422127545,26.11475227,8.64253481,8.998263811,10.48424212,9.844807253,9.392987067,
DDB_G0267776,64.12743644,94.1044761,80.60453029,61.58142163,69.17604655,69.56220119,77.76736347,126.0167345,79.23737911,128.6953709,90.88652565,78.68285022,
DDB_G0267778,0.02438294,0.023156841,0,0.026169738,0,0.015870103,0,0,0,0,0,0,
DDB_G0267780,0.023225879,0.017651064,0.042964751,0.132227508,0.368692454,0.140902449,0,0.022713218,0.029028052,0.045303922,0.041956215,0.034562621,
DDB_G0267784,3.241175833,4.52388746,7.529481493,10.36296055,10.55653305,11.83106777,3.547734753,3.773417718,6.308386338,7.260458195,11.56610106,12.36548047,
DDB_G0267786,38.71106647,34.05175366,11.91561175,6.584973859,4.982353313,4.650381165,49.38553913,60.69568855,16.57736482,13.19775162,12.94011194,5.880635796,
DDB_G0267788,23.19814205,39.95747892,52.42479559,36.99502392,29.48516001,29.96986026,20.7746831,26.59059966,43.38714668,47.60784312,29.49362521,32.77382663,
DDB_G0267790,2.834591303,5.750384088,65.58343393,12.26391616,2.511751278,3.15233989,5.711362607,9.991772506,33.28427725,18.61369768,8.195443476,3.995815457,
DDB_G0267792,1.434461429,4.473595689,6.580464228,12.35352691,31.52925787,32.9520234,0.940798539,0.699491009,0.836843981,1.260337634,43.39394624,133.2455953,
DDB_G0267794,15.99434519,7.471106516,3.398084918,2.561737989,1.977542367,2.478390781,9.300462069,8.351919814,5.067914351,3.025501719,2.737570001,2.119401823,
DDB_G0267796,21.97994912,28.19655243,32.79993499,32.06966075,31.11680734,27.55824124,16.93464929,23.43583638,24.91179675,28.53409935,25.66671687,25.14785876,
DDB_G0267798,10.35906953,19.02445717,13.66148999,13.80216759,16.7618311,18.90177266,9.703283977,16.89895007,14.03655771,14.92937185,14.8808812,16.65553354,
DDB_G0267800,4.06339619,8.573334495,5.883541181,10.65003091,9.483469656,7.902282325,4.272469759,9.114457258,6.779006299,7.830653602,13.10947752,8.875815219,
DDB_G0267802,0.585585722,4.97651665,0.668935941,1.243050217,0.682133145,0.251174893,0.641934282,5.001537309,1.643611504,0.701853705,0.664758038,0.382847497,
DDB_G0267804,12.21550826,23.48363743,12.9138706,6.089793962,3.794864849,3.337528743,12.7303425,21.77541113,18.94656377,14.55626804,6.756949186,6.070896373,
DDB_G0267806,0,0,0.106488952,0,0.163510024,0.607492763,0,0,0.048605111,0,0.28132292,0.137346005,
DDB_G0267808,2.291023821,2.204749486,1.418268202,7.450061923,8.026488164,7.03133412,1.959700616,2.37185985,1.148933795,1.869078353,6.856665742,4.749914672,
DDB_G0267810,3.233376059,4.002232522,4.437973386,6.071490116,5.745372808,4.482671004,2.769860555,3.378956268,3.343759929,4.174125857,5.031041627,3.839623399,
DDB_G0267812,0,0.018827802,0.381954921,1.472038486,2.887978351,2.665505097,0,0,0.072491539,0.662648056,0.898424473,1.314741687,
DDB_G0267814,2.193974126,14.59083132,10.28651464,4.983974191,3.203863575,2.881358938,2.396439669,16.24703192,11.82037048,8.595450491,3.645022161,3.198829113,
DDB_G0267816,4.857896411,9.785824952,24.8848102,15.51422691,13.81743358,17.56433727,4.711339228,4.068356956,20.1840551,20.14600847,11.78446559,16.82145992,
DDB_G0267818,1.346767342,3.362460294,1.473881358,1.158825033,0.819849644,0.687439387,0.89986713,3.172575609,2.142280875,1.249310808,0.927105846,0.786604448,
DDB_G0267820,3.321116098,2.652007732,1.332058903,0.981235837,0.917939745,0.781879269,3.254554953,3.672761074,1.912144655,2.249646164,1.033499972,1.015432677,
DDB_G0267822,20.83709178,18.87944432,8.166306174,6.785022761,4.169971205,4.17209672,19.34473556,25.85883134,13.7144635,14.65116589,7.642243384,6.467764956,
DDB_G0267824,23.08688556,7.450697381,2.958394476,2.033317761,1.130842859,0.529447294,25.01509983,8.412913559,5.630381832,3.581607946,2.506453472,1.740730602,
DDB_G0267826,0.984026387,1.59171403,13.89741758,18.06948301,12.1652323,10.57712348,0.856872459,0.673204845,7.283854549,10.66092987,10.94759322,8.951021534,
DDB_G0267828,2.966201492,4.143324412,18.51201774,34.80820131,29.73644411,21.12647609,2.986392763,7.070789968,12.16267924,19.66241922,30.61635873,19.26911686,
DDB_G0267830,16.38959135,9.442549336,9.854695492,20.35771002,14.23847278,7.146345557,22.08831856,13.67472356,10.36172188,11.06193107,15.39723075,7.336567324,
DDB_G0267832,1.81359534,3.816687954,5.241953552,10.81673823,14.52081213,14.70719762,2.45354477,3.627977256,3.945449296,4.910968154,10.07177277,10.83433807,
DDB_G0267834,10.19107857,9.466422997,5.426951072,4.779942611,2.880779733,5.07370813,6.3401586,12.52384704,5.6942009,2.742199337,4.530754971,3.323932623,
DDB_G0267836,4.12207539,6.417922981,7.513880527,8.729610664,7.78799158,7.543325576,4.701990404,5.373778788,6.629740673,6.913543141,5.864889125,6.472543175,
DDB_G0267838,13.9953312,26.64625791,46.55819421,58.86157614,59.04056069,58.21578458,16.85907762,19.80240531,40.26504493,57.76218661,57.08226526,63.05889264,
DDB_G0267840,0.315874578,2.055978883,49.1971476,38.95661197,40.37671764,38.83617574,0.141282089,0.272695097,27.04841275,44.33003087,29.68293891,32.21232725,
DDB_G0267842,2.683476069,1.059475339,3.551098328,3.42443334,3.121868913,3.394325316,1.29361796,1.277968796,2.002854806,4.301189251,2.65469881,1.754598661,
DDB_G0267844,0.063079611,0.583947315,8.64393722,37.39464666,15.98891791,32.99452652,0.090594501,0.630673447,1.309822857,24.18921284,43.88349468,41.88622285,
DDB_G0267846,25.21115896,98.51414756,27.70925806,10.51354001,7.817921424,6.002872441,44.45431236,149.4878649,54.90047969,34.30707744,30.57543883,14.49729379,
