row_IDs,X,b_0,b_1,b_2,b_3,d_0,d_1,d_2,d_3,AveExpr,F,P.Value,adj.P.Val,Regulation
DDB_G0292224,DDB_G0292224,0.000313576,0.001702637,0.001519189,0.002616818,-2.88E-05,-0.001207365,-0.001330816,-0.002363116,0.000770692,49.09449256,2.22E-12,3.23E-10,Downregulated
DDB_G0277141,DDB_G0277141,0.032775857,0.355127277,0.61538526,1.17255262,-0.032525259,-0.353914758,-0.615020306,-1.172627408,0.159507754,48.61411342,2.50E-12,3.61E-10,Downregulated
DDB_G0270878,DDB_G0270878,0.000470975,0.016501365,0.003389631,0.005629124,-0.00040835,-0.015704588,-0.002821847,-0.004874337,0.000412189,48.19346878,2.79E-12,3.97E-10,Downregulated
DDB_G0272929,DDB_G0272929,7.25E-05,0.00123016,0.001405121,0.002439724,-6.04E-05,-0.001132227,-0.001347082,-0.002401072,0.002148724,48.03358085,2.90E-12,4.09E-10,Downregulated
DDB_G0268248,DDB_G0268248,-8.87E-05,-0.001452707,0.002759429,0.003469121,0.000101122,0.001462759,-0.002757586,-0.003468073,0.000122787,47.95449304,2.96E-12,4.13E-10,Downregulated
DDB_G0283959,DDB_G0283959,-6.74E-05,-0.001595761,0.003629475,0.00466684,0.000100807,0.00154448,-0.00348601,-0.004688468,0.000386015,46.80088918,3.99E-12,5.39E-10,Downregulated
DDB_G0279795,DDB_G0279795,0.007356564,0.069828245,0.199565045,0.357412209,-0.007295598,-0.069055008,-0.199067328,-0.357199716,0.000583012,46.76003551,4.03E-12,5.39E-10,Downregulated
DDB_G0282305,DDB_G0282305,3.77E-06,-0.000278884,0.000695944,0.000966607,1.57E-05,0.000283563,-0.000707265,-0.00096581,0.000221955,46.7865859,4.01E-12,5.39E-10,Downregulated
DDB_G0280085,DDB_G0280085,2.78E-05,-2.15E-05,0.000157107,0.00020551,-6.88E-06,3.93E-05,-0.000123746,-0.000199613,0.046986044,46.84022516,3.95E-12,5.39E-10,Downregulated
DDB_G0271930,DDB_G0271930,2.90E-05,5.32E-05,0.000964565,0.001427092,-8.45E-06,-5.17E-05,-0.000896062,-0.00141899,6.27E-05,46.20950632,4.66E-12,6.17E-10,Downregulated
DDB_G0276939,DDB_G0276939,0.011720856,0.12630172,0.219508051,0.417382341,-0.011508293,-0.125574999,-0.218669938,-0.41698695,0.05708568,45.62899986,5.44E-12,7.12E-10,Downregulated
DDB_G0293442,DDB_G0293442,4.44E-06,-0.000396162,0.000997063,0.001273315,2.31E-05,0.000400324,-0.000990745,-0.001265913,0.000176849,45.09742838,6.28E-12,8.13E-10,Downregulated
